"Time","Var","EPU","Value","Units"
2007,"Acadian redfish","SS",1.00150478508889,"MeanCond"
2008,"Acadian redfish","SS",0.965379678099339,"MeanCond"
2009,"Acadian redfish","SS",1.0086750526235,"MeanCond"
2010,"Acadian redfish","SS",0.971341547535971,"MeanCond"
2011,"Acadian redfish","SS",0.977935289019336,"MeanCond"
2012,"Acadian redfish","SS",0.98712530685281,"MeanCond"
2013,"Acadian redfish","SS",0.999969865559468,"MeanCond"
2014,"Acadian redfish","SS",0.957487263072522,"MeanCond"
2015,"Acadian redfish","SS",1.04045383285532,"MeanCond"
2016,"Acadian redfish","SS",0.991880064862942,"MeanCond"
2017,"Acadian redfish","SS",0.975269662601229,"MeanCond"
2019,"Acadian redfish","SS",0.964907587247108,"MeanCond"
2021,"Acadian redfish","SS",1.02651767550223,"MeanCond"
2022,"Acadian redfish","SS",1.00005825578496,"MeanCond"
2023,"Acadian redfish","SS",0.966694106134036,"MeanCond"
2024,"Acadian redfish","SS",0.95253304322272,"MeanCond"
1992,"American plaice","GB",1.05468437293292,"MeanCond"
1993,"American plaice","GB",1.11806311103408,"MeanCond"
1994,"American plaice","GB",1.11095307297075,"MeanCond"
1995,"American plaice","GB",1.01189999336421,"MeanCond"
1996,"American plaice","GB",1.046714855578,"MeanCond"
1997,"American plaice","GB",1.03721645263523,"MeanCond"
1998,"American plaice","GB",1.03055017517111,"MeanCond"
1999,"American plaice","GB",1.03478701016157,"MeanCond"
2000,"American plaice","GB",0.994408762044035,"MeanCond"
2001,"American plaice","GB",0.964311723182635,"MeanCond"
2002,"American plaice","GB",0.960782162008023,"MeanCond"
2003,"American plaice","GB",0.961413987573338,"MeanCond"
2004,"American plaice","GB",0.928403446670975,"MeanCond"
2005,"American plaice","GB",0.98884017073761,"MeanCond"
2006,"American plaice","GB",1.01006901777361,"MeanCond"
2007,"American plaice","GB",1.0009759069003,"MeanCond"
2008,"American plaice","GB",1.02788181174528,"MeanCond"
2009,"American plaice","GB",0.973265493375129,"MeanCond"
2010,"American plaice","GB",0.96494644800479,"MeanCond"
2011,"American plaice","GB",0.983736304680126,"MeanCond"
2012,"American plaice","GB",0.950991383187116,"MeanCond"
2013,"American plaice","GB",0.988592810415085,"MeanCond"
2014,"American plaice","GB",1.06665503834383,"MeanCond"
2015,"American plaice","GB",1.04107719170604,"MeanCond"
2016,"American plaice","GB",1.00033505690721,"MeanCond"
2019,"American plaice","GB",1.02175842968783,"MeanCond"
2021,"American plaice","GB",1.05719548036797,"MeanCond"
2024,"American plaice","GB",1.00843716186628,"MeanCond"
1992,"American plaice","GOM",0.988264324964616,"MeanCond"
1993,"American plaice","GOM",1.02253535829792,"MeanCond"
1994,"American plaice","GOM",0.994978506677124,"MeanCond"
1995,"American plaice","GOM",0.964258581322425,"MeanCond"
1996,"American plaice","GOM",0.981715722159132,"MeanCond"
1997,"American plaice","GOM",0.999064048042219,"MeanCond"
1998,"American plaice","GOM",0.996621240610842,"MeanCond"
1999,"American plaice","GOM",0.987507212606027,"MeanCond"
2000,"American plaice","GOM",0.964244022201513,"MeanCond"
2001,"American plaice","GOM",0.955903649029884,"MeanCond"
2002,"American plaice","GOM",0.933686280134832,"MeanCond"
2003,"American plaice","GOM",0.922310043287202,"MeanCond"
2004,"American plaice","GOM",0.905737620023698,"MeanCond"
2005,"American plaice","GOM",0.916792429317844,"MeanCond"
2006,"American plaice","GOM",0.899426612484425,"MeanCond"
2007,"American plaice","GOM",0.902802268571361,"MeanCond"
2008,"American plaice","GOM",0.899798076564311,"MeanCond"
2009,"American plaice","GOM",0.931940782495485,"MeanCond"
2010,"American plaice","GOM",0.940762009975337,"MeanCond"
2011,"American plaice","GOM",0.946095209546827,"MeanCond"
2012,"American plaice","GOM",0.987116333913039,"MeanCond"
2013,"American plaice","GOM",1.00793927947296,"MeanCond"
2014,"American plaice","GOM",0.996061681860302,"MeanCond"
2015,"American plaice","GOM",1.00754197368215,"MeanCond"
2016,"American plaice","GOM",1.01526859179097,"MeanCond"
2017,"American plaice","GOM",0.979743133012228,"MeanCond"
2018,"American plaice","GOM",0.979270690518523,"MeanCond"
2019,"American plaice","GOM",0.943631664066839,"MeanCond"
2021,"American plaice","GOM",1.00194971167831,"MeanCond"
2022,"American plaice","GOM",1.0265158123566,"MeanCond"
2023,"American plaice","GOM",1.00416388024252,"MeanCond"
2024,"American plaice","GOM",0.974269616252649,"MeanCond"
1992,"American plaice","SS",0.963624608115916,"MeanCond"
1993,"American plaice","SS",1.02218386352118,"MeanCond"
1994,"American plaice","SS",1.01353737038991,"MeanCond"
1995,"American plaice","SS",0.939902315435595,"MeanCond"
1996,"American plaice","SS",1.03061166770032,"MeanCond"
1997,"American plaice","SS",0.982337814013852,"MeanCond"
1998,"American plaice","SS",0.973728078007801,"MeanCond"
1999,"American plaice","SS",1.00137371120082,"MeanCond"
2000,"American plaice","SS",0.913391052309105,"MeanCond"
2001,"American plaice","SS",0.922824664174847,"MeanCond"
2002,"American plaice","SS",0.937053942554444,"MeanCond"
2003,"American plaice","SS",0.941624930606311,"MeanCond"
2004,"American plaice","SS",0.985517650212006,"MeanCond"
2005,"American plaice","SS",0.915482553232542,"MeanCond"
2006,"American plaice","SS",0.955901210642623,"MeanCond"
2007,"American plaice","SS",1.01341457214792,"MeanCond"
2008,"American plaice","SS",0.977792854393375,"MeanCond"
2009,"American plaice","SS",0.979773658422398,"MeanCond"
2010,"American plaice","SS",0.975355813658488,"MeanCond"
2011,"American plaice","SS",0.943751519554912,"MeanCond"
2012,"American plaice","SS",0.96308193746408,"MeanCond"
2013,"American plaice","SS",1.05359812613543,"MeanCond"
2014,"American plaice","SS",0.985959001348969,"MeanCond"
2015,"American plaice","SS",0.967552462030438,"MeanCond"
2016,"American plaice","SS",0.939627007254046,"MeanCond"
2017,"American plaice","SS",0.953566818490223,"MeanCond"
2019,"American plaice","SS",0.979122017109829,"MeanCond"
2021,"American plaice","SS",1.02155705606347,"MeanCond"
2023,"American plaice","SS",0.959728680577838,"MeanCond"
2024,"American plaice","SS",1.04475896111602,"MeanCond"
1992,"Atlantic cod","GB",0.998361989798816,"MeanCond"
1993,"Atlantic cod","GB",0.991616269990364,"MeanCond"
1994,"Atlantic cod","GB",1.00226036767387,"MeanCond"
1995,"Atlantic cod","GB",0.968494959510438,"MeanCond"
1996,"Atlantic cod","GB",0.993499527446806,"MeanCond"
1997,"Atlantic cod","GB",0.994622847927569,"MeanCond"
1998,"Atlantic cod","GB",0.99752282212443,"MeanCond"
1999,"Atlantic cod","GB",1.01930958561732,"MeanCond"
2000,"Atlantic cod","GB",0.979468807771949,"MeanCond"
2001,"Atlantic cod","GB",0.996270046523994,"MeanCond"
2002,"Atlantic cod","GB",0.99394289342105,"MeanCond"
2003,"Atlantic cod","GB",1.01276104906312,"MeanCond"
2004,"Atlantic cod","GB",0.939869708981643,"MeanCond"
2005,"Atlantic cod","GB",0.978549005709757,"MeanCond"
2006,"Atlantic cod","GB",0.978724279432496,"MeanCond"
2007,"Atlantic cod","GB",0.995535608001716,"MeanCond"
2008,"Atlantic cod","GB",1.02888901038656,"MeanCond"
2009,"Atlantic cod","GB",0.9812515431446,"MeanCond"
2010,"Atlantic cod","GB",0.967128689264845,"MeanCond"
2011,"Atlantic cod","GB",1.00016340457174,"MeanCond"
2012,"Atlantic cod","GB",0.978344801141099,"MeanCond"
2013,"Atlantic cod","GB",0.99207267897288,"MeanCond"
2014,"Atlantic cod","GB",0.989861232662908,"MeanCond"
2015,"Atlantic cod","GB",1.02686908451026,"MeanCond"
2016,"Atlantic cod","GB",0.971168149790798,"MeanCond"
2017,"Atlantic cod","GB",0.984229198886212,"MeanCond"
2018,"Atlantic cod","GB",0.994119680434194,"MeanCond"
2019,"Atlantic cod","GB",1.00540670191734,"MeanCond"
2021,"Atlantic cod","GB",1.03307823095718,"MeanCond"
2022,"Atlantic cod","GB",1.01843263566667,"MeanCond"
2023,"Atlantic cod","GB",1.0459432378499,"MeanCond"
2024,"Atlantic cod","GB",1.00547719095973,"MeanCond"
1992,"Atlantic cod","GOM",0.99705069655177,"MeanCond"
1993,"Atlantic cod","GOM",0.995823126677954,"MeanCond"
1994,"Atlantic cod","GOM",0.992429179668905,"MeanCond"
1995,"Atlantic cod","GOM",0.998168999607684,"MeanCond"
1996,"Atlantic cod","GOM",1.01095309888317,"MeanCond"
1997,"Atlantic cod","GOM",1.01682056580793,"MeanCond"
1998,"Atlantic cod","GOM",1.00201934466524,"MeanCond"
1999,"Atlantic cod","GOM",1.02114000263232,"MeanCond"
2000,"Atlantic cod","GOM",0.988665419005519,"MeanCond"
2001,"Atlantic cod","GOM",1.00637808705107,"MeanCond"
2002,"Atlantic cod","GOM",1.01437479962348,"MeanCond"
2003,"Atlantic cod","GOM",0.986694193194004,"MeanCond"
2004,"Atlantic cod","GOM",0.980906906555029,"MeanCond"
2005,"Atlantic cod","GOM",0.966579000002027,"MeanCond"
2006,"Atlantic cod","GOM",0.966977311714806,"MeanCond"
2007,"Atlantic cod","GOM",0.985394057250555,"MeanCond"
2008,"Atlantic cod","GOM",0.98610688629917,"MeanCond"
2009,"Atlantic cod","GOM",1.0113486822144,"MeanCond"
2010,"Atlantic cod","GOM",0.980151261433161,"MeanCond"
2011,"Atlantic cod","GOM",0.977015807660858,"MeanCond"
2012,"Atlantic cod","GOM",1.03424712173162,"MeanCond"
2013,"Atlantic cod","GOM",1.00959724456179,"MeanCond"
2014,"Atlantic cod","GOM",1.03310869203423,"MeanCond"
2015,"Atlantic cod","GOM",1.03126397873476,"MeanCond"
2016,"Atlantic cod","GOM",0.99833237849049,"MeanCond"
2017,"Atlantic cod","GOM",1.00675219313532,"MeanCond"
2018,"Atlantic cod","GOM",1.02732908893106,"MeanCond"
2019,"Atlantic cod","GOM",1.01017235278396,"MeanCond"
2021,"Atlantic cod","GOM",1.01891761031642,"MeanCond"
2022,"Atlantic cod","GOM",1.03602170359335,"MeanCond"
2023,"Atlantic cod","GOM",1.05239494812763,"MeanCond"
2024,"Atlantic cod","GOM",1.05278670088286,"MeanCond"
1992,"Atlantic cod","SS",0.973491359667763,"MeanCond"
1993,"Atlantic cod","SS",0.987858216475141,"MeanCond"
1994,"Atlantic cod","SS",0.964599418626725,"MeanCond"
1995,"Atlantic cod","SS",0.945594865495688,"MeanCond"
1996,"Atlantic cod","SS",0.960237561405263,"MeanCond"
1997,"Atlantic cod","SS",0.958897813183033,"MeanCond"
1998,"Atlantic cod","SS",0.959969119246551,"MeanCond"
1999,"Atlantic cod","SS",1.00522577146564,"MeanCond"
2000,"Atlantic cod","SS",0.987529847108768,"MeanCond"
2001,"Atlantic cod","SS",0.945339840127762,"MeanCond"
2002,"Atlantic cod","SS",0.963415745802887,"MeanCond"
2003,"Atlantic cod","SS",0.954426916857607,"MeanCond"
2004,"Atlantic cod","SS",1.01123453675012,"MeanCond"
2005,"Atlantic cod","SS",0.967552745144443,"MeanCond"
2006,"Atlantic cod","SS",0.977083235729376,"MeanCond"
2007,"Atlantic cod","SS",0.970541708953641,"MeanCond"
2008,"Atlantic cod","SS",0.941313475987211,"MeanCond"
2009,"Atlantic cod","SS",0.981797732282701,"MeanCond"
2010,"Atlantic cod","SS",1.00190614172621,"MeanCond"
2011,"Atlantic cod","SS",0.954239886692787,"MeanCond"
2012,"Atlantic cod","SS",0.983924059636339,"MeanCond"
2013,"Atlantic cod","SS",0.988728121616453,"MeanCond"
2014,"Atlantic cod","SS",0.943981567428922,"MeanCond"
2015,"Atlantic cod","SS",0.984534282107136,"MeanCond"
2016,"Atlantic cod","SS",1.02656251811462,"MeanCond"
2019,"Atlantic cod","SS",1.06050823338852,"MeanCond"
2021,"Atlantic cod","SS",1.02863042459812,"MeanCond"
2023,"Atlantic cod","SS",1.01155019297044,"MeanCond"
1992,"Atlantic croaker","MAB",1.02307880070415,"MeanCond"
1996,"Atlantic croaker","MAB",1.02122466190653,"MeanCond"
1997,"Atlantic croaker","MAB",1.00385129459179,"MeanCond"
1998,"Atlantic croaker","MAB",0.977849429157814,"MeanCond"
1999,"Atlantic croaker","MAB",1.02801796675358,"MeanCond"
2000,"Atlantic croaker","MAB",1.03264757985655,"MeanCond"
2001,"Atlantic croaker","MAB",0.998086739344713,"MeanCond"
2002,"Atlantic croaker","MAB",0.990494001894917,"MeanCond"
2003,"Atlantic croaker","MAB",1.02958127947135,"MeanCond"
2004,"Atlantic croaker","MAB",0.987123820642041,"MeanCond"
2005,"Atlantic croaker","MAB",0.983781039614102,"MeanCond"
2006,"Atlantic croaker","MAB",0.975896948238954,"MeanCond"
2007,"Atlantic croaker","MAB",1.00300484108762,"MeanCond"
2008,"Atlantic croaker","MAB",0.959442287425059,"MeanCond"
2009,"Atlantic croaker","MAB",0.995870765605748,"MeanCond"
2010,"Atlantic croaker","MAB",1.01947973762733,"MeanCond"
2011,"Atlantic croaker","MAB",1.03732460188216,"MeanCond"
2012,"Atlantic croaker","MAB",0.956936143849639,"MeanCond"
2013,"Atlantic croaker","MAB",0.989816551039822,"MeanCond"
2014,"Atlantic croaker","MAB",0.974092138496917,"MeanCond"
2015,"Atlantic croaker","MAB",0.989189659468948,"MeanCond"
2016,"Atlantic croaker","MAB",1.00063326052009,"MeanCond"
2018,"Atlantic croaker","MAB",0.997440412745517,"MeanCond"
2019,"Atlantic croaker","MAB",0.990203546774651,"MeanCond"
2021,"Atlantic croaker","MAB",0.95708375869606,"MeanCond"
2022,"Atlantic croaker","MAB",1.00236561265665,"MeanCond"
2023,"Atlantic croaker","MAB",0.963368001891339,"MeanCond"
2024,"Atlantic croaker","MAB",0.992285485806752,"MeanCond"
1996,"Atlantic croaker",NA,0.951808299235252,"MeanCond"
1999,"Atlantic croaker",NA,0.985234848768464,"MeanCond"
2000,"Atlantic croaker",NA,0.941524160201736,"MeanCond"
2001,"Atlantic croaker",NA,0.948428731969064,"MeanCond"
2002,"Atlantic croaker",NA,0.890159905724566,"MeanCond"
2003,"Atlantic croaker",NA,0.986351641064907,"MeanCond"
2004,"Atlantic croaker",NA,0.901692638896867,"MeanCond"
2005,"Atlantic croaker",NA,0.932519212167988,"MeanCond"
2006,"Atlantic croaker",NA,0.891102078110642,"MeanCond"
2007,"Atlantic croaker",NA,0.916252142541826,"MeanCond"
2008,"Atlantic croaker",NA,0.891781282671103,"MeanCond"
2009,"Atlantic croaker",NA,0.941844950813818,"MeanCond"
2010,"Atlantic croaker",NA,0.961430331730677,"MeanCond"
2011,"Atlantic croaker",NA,0.997811168601352,"MeanCond"
2012,"Atlantic croaker",NA,0.990149937649797,"MeanCond"
2013,"Atlantic croaker",NA,0.941206472373213,"MeanCond"
2014,"Atlantic croaker",NA,0.900528030603307,"MeanCond"
2015,"Atlantic croaker",NA,0.899091815827155,"MeanCond"
2016,"Atlantic croaker",NA,0.943159400143756,"MeanCond"
2018,"Atlantic croaker",NA,0.899386149764503,"MeanCond"
2019,"Atlantic croaker",NA,0.979699939025699,"MeanCond"
2021,"Atlantic croaker",NA,0.936585966994631,"MeanCond"
2022,"Atlantic croaker",NA,1.07077258398759,"MeanCond"
2024,"Atlantic croaker",NA,0.91563215644552,"MeanCond"
1999,"Atlantic halibut","SS",0.98253387720228,"MeanCond"
2000,"Atlantic halibut","SS",0.919796078170468,"MeanCond"
2001,"Atlantic halibut","SS",0.959554310348405,"MeanCond"
2002,"Atlantic halibut","SS",0.983010309898037,"MeanCond"
2003,"Atlantic halibut","SS",0.946470916513514,"MeanCond"
2004,"Atlantic halibut","SS",0.964774743677069,"MeanCond"
2005,"Atlantic halibut","SS",0.94237206505472,"MeanCond"
2006,"Atlantic halibut","SS",0.899518074414673,"MeanCond"
2007,"Atlantic halibut","SS",0.982196059850732,"MeanCond"
2008,"Atlantic halibut","SS",0.992290471387094,"MeanCond"
2010,"Atlantic halibut","SS",0.982075009342603,"MeanCond"
2011,"Atlantic halibut","SS",0.956981482934803,"MeanCond"
2012,"Atlantic halibut","SS",0.963302693398414,"MeanCond"
2013,"Atlantic halibut","SS",0.983413784627953,"MeanCond"
2014,"Atlantic halibut","SS",0.950840691455003,"MeanCond"
2015,"Atlantic halibut","SS",0.983619648172614,"MeanCond"
2016,"Atlantic halibut","SS",0.938272083214642,"MeanCond"
2021,"Atlantic halibut","SS",0.958934028820183,"MeanCond"
2023,"Atlantic halibut","SS",1.00558865274592,"MeanCond"
2024,"Atlantic halibut","SS",0.98945522170531,"MeanCond"
1992,"Atlantic herring","GB",0.799962096069122,"MeanCond"
1993,"Atlantic herring","GB",1.03080270788493,"MeanCond"
1994,"Atlantic herring","GB",1.10035984586024,"MeanCond"
1995,"Atlantic herring","GB",1.04667547845453,"MeanCond"
1996,"Atlantic herring","GB",1.05397402229661,"MeanCond"
1997,"Atlantic herring","GB",1.03076988038785,"MeanCond"
1998,"Atlantic herring","GB",1.05124096535624,"MeanCond"
1999,"Atlantic herring","GB",1.08384896128703,"MeanCond"
2000,"Atlantic herring","GB",1.17652963217345,"MeanCond"
2001,"Atlantic herring","GB",1.03891156857478,"MeanCond"
2002,"Atlantic herring","GB",0.982664126578022,"MeanCond"
2003,"Atlantic herring","GB",1.08635698907767,"MeanCond"
2004,"Atlantic herring","GB",0.995639181207038,"MeanCond"
2005,"Atlantic herring","GB",1.00440036136986,"MeanCond"
2006,"Atlantic herring","GB",1.07230963853045,"MeanCond"
2007,"Atlantic herring","GB",1.13006728748769,"MeanCond"
2008,"Atlantic herring","GB",1.09216725157882,"MeanCond"
2009,"Atlantic herring","GB",0.970993697014769,"MeanCond"
2010,"Atlantic herring","GB",0.965623622657324,"MeanCond"
2011,"Atlantic herring","GB",0.96615472964631,"MeanCond"
2012,"Atlantic herring","GB",1.03785944280187,"MeanCond"
2013,"Atlantic herring","GB",1.00682381085187,"MeanCond"
2014,"Atlantic herring","GB",1.0623859147195,"MeanCond"
2015,"Atlantic herring","GB",1.09514308667982,"MeanCond"
2016,"Atlantic herring","GB",1.03129195071805,"MeanCond"
2017,"Atlantic herring","GB",0.970007014491317,"MeanCond"
2018,"Atlantic herring","GB",1.05167282187509,"MeanCond"
2019,"Atlantic herring","GB",1.04430289973868,"MeanCond"
2021,"Atlantic herring","GB",1.00442467205697,"MeanCond"
2022,"Atlantic herring","GB",0.981974898402084,"MeanCond"
2023,"Atlantic herring","GB",1.10023929719732,"MeanCond"
2024,"Atlantic herring","GB",1.11172794971534,"MeanCond"
1992,"Atlantic herring","GOM",0.935848709659114,"MeanCond"
1993,"Atlantic herring","GOM",1.05959116739584,"MeanCond"
1994,"Atlantic herring","GOM",1.01063693373138,"MeanCond"
1995,"Atlantic herring","GOM",1.03800204420904,"MeanCond"
1996,"Atlantic herring","GOM",0.989086561549654,"MeanCond"
1997,"Atlantic herring","GOM",0.97751191309069,"MeanCond"
1998,"Atlantic herring","GOM",0.982104127807027,"MeanCond"
1999,"Atlantic herring","GOM",0.995965121650442,"MeanCond"
2000,"Atlantic herring","GOM",1.0114986199213,"MeanCond"
2001,"Atlantic herring","GOM",0.971182698031167,"MeanCond"
2002,"Atlantic herring","GOM",0.965430056316525,"MeanCond"
2003,"Atlantic herring","GOM",0.994948269213009,"MeanCond"
2004,"Atlantic herring","GOM",0.969476540276925,"MeanCond"
2005,"Atlantic herring","GOM",0.957794762955674,"MeanCond"
2006,"Atlantic herring","GOM",0.994489014417817,"MeanCond"
2007,"Atlantic herring","GOM",1.04072546608098,"MeanCond"
2008,"Atlantic herring","GOM",0.993228801810411,"MeanCond"
2009,"Atlantic herring","GOM",0.997289647775661,"MeanCond"
2010,"Atlantic herring","GOM",0.939292979696395,"MeanCond"
2011,"Atlantic herring","GOM",0.964999778487422,"MeanCond"
2012,"Atlantic herring","GOM",0.962214491496476,"MeanCond"
2013,"Atlantic herring","GOM",0.965714292870778,"MeanCond"
2014,"Atlantic herring","GOM",0.971369716941868,"MeanCond"
2015,"Atlantic herring","GOM",0.972555132592411,"MeanCond"
2016,"Atlantic herring","GOM",0.995658676822135,"MeanCond"
2017,"Atlantic herring","GOM",0.951114374550744,"MeanCond"
2018,"Atlantic herring","GOM",0.984806421604188,"MeanCond"
2019,"Atlantic herring","GOM",0.957309326650863,"MeanCond"
2021,"Atlantic herring","GOM",0.990091198437293,"MeanCond"
2022,"Atlantic herring","GOM",0.974363423127198,"MeanCond"
2023,"Atlantic herring","GOM",1.03044980344238,"MeanCond"
2024,"Atlantic herring","GOM",1.02005931522669,"MeanCond"
1992,"Atlantic herring","SS",1.0275602616771,"MeanCond"
1993,"Atlantic herring","SS",1.05110782082873,"MeanCond"
1994,"Atlantic herring","SS",1.02459011350841,"MeanCond"
1995,"Atlantic herring","SS",1.02797059841507,"MeanCond"
1996,"Atlantic herring","SS",1.00246057282059,"MeanCond"
1997,"Atlantic herring","SS",1.08668006217861,"MeanCond"
1998,"Atlantic herring","SS",0.98750628781432,"MeanCond"
1999,"Atlantic herring","SS",1.03374514792399,"MeanCond"
2000,"Atlantic herring","SS",0.879534521062622,"MeanCond"
2001,"Atlantic herring","SS",0.961301008301058,"MeanCond"
2002,"Atlantic herring","SS",0.961086893392796,"MeanCond"
2003,"Atlantic herring","SS",1.00818264140843,"MeanCond"
2004,"Atlantic herring","SS",0.986441235475099,"MeanCond"
2005,"Atlantic herring","SS",0.968221380206063,"MeanCond"
2006,"Atlantic herring","SS",0.987007816032032,"MeanCond"
2007,"Atlantic herring","SS",1.00034834675614,"MeanCond"
2008,"Atlantic herring","SS",1.05082218019571,"MeanCond"
2009,"Atlantic herring","SS",0.960165480109799,"MeanCond"
2010,"Atlantic herring","SS",0.976972737621738,"MeanCond"
2011,"Atlantic herring","SS",0.965820299431732,"MeanCond"
2012,"Atlantic herring","SS",0.95172120468794,"MeanCond"
2013,"Atlantic herring","SS",1.01165666512633,"MeanCond"
2014,"Atlantic herring","SS",0.999282965610754,"MeanCond"
2015,"Atlantic herring","SS",0.974295238195753,"MeanCond"
2016,"Atlantic herring","SS",0.953311198669934,"MeanCond"
2017,"Atlantic herring","SS",0.91471876403012,"MeanCond"
2019,"Atlantic herring","SS",0.983295163640058,"MeanCond"
2021,"Atlantic herring","SS",0.990194415016492,"MeanCond"
2022,"Atlantic herring","SS",0.957726205822227,"MeanCond"
2023,"Atlantic herring","SS",1.02191915591665,"MeanCond"
2024,"Atlantic herring","SS",0.997164564242493,"MeanCond"
1992,"Atlantic mackerel","GB",1.05002349789338,"MeanCond"
1993,"Atlantic mackerel","GB",1.00334351344067,"MeanCond"
1994,"Atlantic mackerel","GB",1.01789468145911,"MeanCond"
1995,"Atlantic mackerel","GB",0.995173963898941,"MeanCond"
1996,"Atlantic mackerel","GB",1.02667373871742,"MeanCond"
1997,"Atlantic mackerel","GB",1.02916804978451,"MeanCond"
1998,"Atlantic mackerel","GB",0.937210857045503,"MeanCond"
1999,"Atlantic mackerel","GB",1.05025788276644,"MeanCond"
2000,"Atlantic mackerel","GB",0.953260814498697,"MeanCond"
2001,"Atlantic mackerel","GB",0.989418766440168,"MeanCond"
2002,"Atlantic mackerel","GB",0.942331861286542,"MeanCond"
2003,"Atlantic mackerel","GB",1.03579673992904,"MeanCond"
