"Time","Var","Value","EPU"
2018,"Atl. Herring/Fall/Energy.Density_SD",1.43,"NA"
2019,"Atl. Herring/Spring/N",81,"NA"
2019,"Atl. Herring/Spring/Energy.Density_Mean",5.49,"NA"
2019,"Atl. Herring/Spring/Energy.Density_SD",0.89,"NA"
2019,"Atl. Herring/Fall/N",84,"NA"
2019,"Atl. Herring/Fall/Energy.Density_Mean",5.87,"NA"
2019,"Atl. Herring/Fall/Energy.Density_SD",1.31,"NA"
2020,"Atl. Herring/Fall/N",NA,"NA"
2020,"Atl. Herring/Fall/Energy.Density_Mean",NA,"NA"
2020,"Atl. Herring/Fall/Energy.Density_SD",NA,"NA"
2020,"Atl. Herring/Spring/N",8,"NA"
2020,"Atl. Herring/Spring/Energy.Density_Mean",5.58,"NA"
2020,"Atl. Herring/Spring/Energy.Density_SD",0.7,"NA"
2021,"Atl. Herring/Spring/N",117,"NA"
2021,"Atl. Herring/Spring/Energy.Density_Mean",6.36,"NA"
2021,"Atl. Herring/Spring/Energy.Density_SD",1.4,"NA"
2021,"Atl. Herring/Fall/N",123,"NA"
2021,"Atl. Herring/Fall/Energy.Density_Mean",5.97,"NA"
2021,"Atl. Herring/Fall/Energy.Density_SD",1.04,"NA"
2022,"Atl. Herring/Spring/N",200,"NA"
2022,"Atl. Herring/Spring/Energy.Density_Mean",6.16,"NA"
2022,"Atl. Herring/Spring/Energy.Density_SD",1.5,"NA"
2022,"Atl. Herring/Fall/N",113,"NA"
2022,"Atl. Herring/Fall/Energy.Density_Mean",6.09,"NA"
2022,"Atl. Herring/Fall/Energy.Density_SD",1.55,"NA"
2023,"Atl. Herring/Spring/N",66,"NA"
2023,"Atl. Herring/Spring/Energy.Density_Mean",8.12,"NA"
2023,"Atl. Herring/Spring/Energy.Density_SD",1.04,"NA"
2023,"Atl. Herring/Fall/N",131,"NA"
2023,"Atl. Herring/Fall/Energy.Density_Mean",6.73,"NA"
2023,"Atl. Herring/Fall/Energy.Density_SD",1.44,"NA"
2024,"Atl. Herring/Spring/N",161,"NA"
2024,"Atl. Herring/Spring/Energy.Density_Mean",5.77,"NA"
2024,"Atl. Herring/Spring/Energy.Density_SD",1.28,"NA"
2017,"Atl. Mackerel/Spring/N",5,"NA"
2017,"Atl. Mackerel/Spring/Energy.Density_Mean",4.6,"NA"
2017,"Atl. Mackerel/Spring/Energy.Density_SD",0.54,"NA"
2017,"Atl. Mackerel/Fall/N",111,"NA"
2017,"Atl. Mackerel/Fall/Energy.Density_Mean",6.93,"NA"
2017,"Atl. Mackerel/Fall/Energy.Density_SD",1.39,"NA"
2018,"Atl. Mackerel/Spring/N",86,"NA"
2018,"Atl. Mackerel/Spring/Energy.Density_Mean",4.9,"NA"
2018,"Atl. Mackerel/Spring/Energy.Density_SD",0.9,"NA"
2018,"Atl. Mackerel/Fall/N",50,"NA"
2018,"Atl. Mackerel/Fall/Energy.Density_Mean",6.75,"NA"
2018,"Atl. Mackerel/Fall/Energy.Density_SD",1.1,"NA"
2019,"Atl. Mackerel/Spring/N",123,"NA"
2019,"Atl. Mackerel/Spring/Energy.Density_Mean",4.69,"NA"
2019,"Atl. Mackerel/Spring/Energy.Density_SD",0.81,"NA"
2019,"Atl. Mackerel/Fall/N",44,"NA"
2019,"Atl. Mackerel/Fall/Energy.Density_Mean",6.69,"NA"
2019,"Atl. Mackerel/Fall/Energy.Density_SD",1.32,"NA"
2020,"Atl. Mackerel/Fall/N",NA,"NA"
2020,"Atl. Mackerel/Fall/Energy.Density_Mean",NA,"NA"
2020,"Atl. Mackerel/Fall/Energy.Density_SD",NA,"NA"
2020,"Atl. Mackerel/Spring/N",17,"NA"
2020,"Atl. Mackerel/Spring/Energy.Density_Mean",5.59,"NA"
2020,"Atl. Mackerel/Spring/Energy.Density_SD",1.28,"NA"
2021,"Atl. Mackerel/Spring/N",100,"NA"
2021,"Atl. Mackerel/Spring/Energy.Density_Mean",4.94,"NA"
2021,"Atl. Mackerel/Spring/Energy.Density_SD",0.79,"NA"
2021,"Atl. Mackerel/Fall/N",63,"NA"
2021,"Atl. Mackerel/Fall/Energy.Density_Mean",7.64,"NA"
2021,"Atl. Mackerel/Fall/Energy.Density_SD",1.66,"NA"
2022,"Atl. Mackerel/Spring/N",105,"NA"
2022,"Atl. Mackerel/Spring/Energy.Density_Mean",4.96,"NA"
2022,"Atl. Mackerel/Spring/Energy.Density_SD",0.98,"NA"
2022,"Atl. Mackerel/Fall/N",29,"NA"
2022,"Atl. Mackerel/Fall/Energy.Density_Mean",7.85,"NA"
2022,"Atl. Mackerel/Fall/Energy.Density_SD",1.05,"NA"
2023,"Atl. Mackerel/Spring/N",23,"NA"
2023,"Atl. Mackerel/Spring/Energy.Density_Mean",5.7,"NA"
2023,"Atl. Mackerel/Spring/Energy.Density_SD",0.77,"NA"
2023,"Atl. Mackerel/Fall/N",89,"NA"
2023,"Atl. Mackerel/Fall/Energy.Density_Mean",7,"NA"
2023,"Atl. Mackerel/Fall/Energy.Density_SD",1.54,"NA"
2024,"Atl. Mackerel/Spring/N",142,"NA"
2024,"Atl. Mackerel/Spring/Energy.Density_Mean",4.92,"NA"
2024,"Atl. Mackerel/Spring/Energy.Density_SD",0.79,"NA"
2017,"Butterfish/Spring/N",60,"NA"
2017,"Butterfish/Spring/Energy.Density_Mean",7.02,"NA"
2017,"Butterfish/Spring/Energy.Density_SD",1.59,"NA"
2017,"Butterfish/Fall/N",163,"NA"
2017,"Butterfish/Fall/Energy.Density_Mean",7.5,"NA"
2017,"Butterfish/Fall/Energy.Density_SD",1.47,"NA"
2018,"Butterfish/Spring/N",113,"NA"
2018,"Butterfish/Spring/Energy.Density_Mean",5.3,"NA"
2018,"Butterfish/Spring/Energy.Density_SD",1.44,"NA"
2018,"Butterfish/Fall/N",105,"NA"
2018,"Butterfish/Fall/Energy.Density_Mean",7.34,"NA"
2018,"Butterfish/Fall/Energy.Density_SD",2.37,"NA"
2019,"Butterfish/Spring/N",112,"NA"
2019,"Butterfish/Spring/Energy.Density_Mean",5.5,"NA"
2019,"Butterfish/Spring/Energy.Density_SD",1.76,"NA"
2019,"Butterfish/Fall/N",198,"NA"
2019,"Butterfish/Fall/Energy.Density_Mean",7.24,"NA"
2019,"Butterfish/Fall/Energy.Density_SD",2.28,"NA"
2020,"Butterfish/Fall/N",NA,"NA"
2020,"Butterfish/Fall/Energy.Density_Mean",NA,"NA"
2020,"Butterfish/Fall/Energy.Density_SD",NA,"NA"
2020,"Butterfish/Spring/N",35,"NA"
2020,"Butterfish/Spring/Energy.Density_Mean",7.02,"NA"
2020,"Butterfish/Spring/Energy.Density_SD",2.54,"NA"
2021,"Butterfish/Spring/N",90,"NA"
2021,"Butterfish/Spring/Energy.Density_Mean",6.1,"NA"
2021,"Butterfish/Spring/Energy.Density_SD",1.51,"NA"
2021,"Butterfish/Fall/N",146,"NA"
2021,"Butterfish/Fall/Energy.Density_Mean",7.29,"NA"
2021,"Butterfish/Fall/Energy.Density_SD",2.38,"NA"
2022,"Butterfish/Spring/N",117,"NA"
2022,"Butterfish/Spring/Energy.Density_Mean",5.69,"NA"
2022,"Butterfish/Spring/Energy.Density_SD",1.85,"NA"
2022,"Butterfish/Fall/N",139,"NA"
2022,"Butterfish/Fall/Energy.Density_Mean",6.58,"NA"
2022,"Butterfish/Fall/Energy.Density_SD",1.9,"NA"
2023,"Butterfish/Spring/N",37,"NA"
2023,"Butterfish/Spring/Energy.Density_Mean",6.89,"NA"
2023,"Butterfish/Spring/Energy.Density_SD",1.02,"NA"
2023,"Butterfish/Fall/N",126,"NA"
2023,"Butterfish/Fall/Energy.Density_Mean",6.87,"NA"
2023,"Butterfish/Fall/Energy.Density_SD",1.32,"NA"
2024,"Butterfish/Spring/N",97,"NA"
2024,"Butterfish/Spring/Energy.Density_Mean",5.83,"NA"
2024,"Butterfish/Spring/Energy.Density_SD",1.2,"NA"
2017,"Illex squid/Spring/N",76,"NA"
2017,"Illex squid/Spring/Energy.Density_Mean",5.54,"NA"
2017,"Illex squid/Spring/Energy.Density_SD",0.41,"NA"
2017,"Illex squid/Fall/N",85,"NA"
2017,"Illex squid/Fall/Energy.Density_Mean",5.55,"NA"
2017,"Illex squid/Fall/Energy.Density_SD",0.57,"NA"
2018,"Illex squid/Spring/N",131,"NA"
2018,"Illex squid/Spring/Energy.Density_Mean",5.61,"NA"
2018,"Illex squid/Spring/Energy.Density_SD",0.45,"NA"
2018,"Illex squid/Fall/N",136,"NA"
2018,"Illex squid/Fall/Energy.Density_Mean",5.13,"NA"
2018,"Illex squid/Fall/Energy.Density_SD",0.79,"NA"
2019,"Illex squid/Spring/N",149,"NA"
2019,"Illex squid/Spring/Energy.Density_Mean",5.27,"NA"
2019,"Illex squid/Spring/Energy.Density_SD",0.28,"NA"
2019,"Illex squid/Fall/N",190,"NA"
2019,"Illex squid/Fall/Energy.Density_Mean",5.52,"NA"
2019,"Illex squid/Fall/Energy.Density_SD",0.49,"NA"
2020,"Illex squid/Fall/N",NA,"NA"
2020,"Illex squid/Fall/Energy.Density_Mean",NA,"NA"
2020,"Illex squid/Fall/Energy.Density_SD",NA,"NA"
2020,"Illex squid/Spring/N",35,"NA"
2020,"Illex squid/Spring/Energy.Density_Mean",5.37,"NA"
2020,"Illex squid/Spring/Energy.Density_SD",0.26,"NA"
2021,"Illex squid/Spring/N",109,"NA"
2021,"Illex squid/Spring/Energy.Density_Mean",5.47,"NA"
2021,"Illex squid/Spring/Energy.Density_SD",0.33,"NA"
2021,"Illex squid/Fall/N",103,"NA"
2021,"Illex squid/Fall/Energy.Density_Mean",5.59,"NA"
2021,"Illex squid/Fall/Energy.Density_SD",0.46,"NA"
2022,"Illex squid/Spring/N",63,"NA"
2022,"Illex squid/Spring/Energy.Density_Mean",5.36,"NA"
2022,"Illex squid/Spring/Energy.Density_SD",0.26,"NA"
2022,"Illex squid/Fall/N",115,"NA"
2022,"Illex squid/Fall/Energy.Density_Mean",5.63,"NA"
2022,"Illex squid/Fall/Energy.Density_SD",0.35,"NA"
2023,"Illex squid/Spring/N",23,"NA"
2023,"Illex squid/Spring/Energy.Density_Mean",5.65,"NA"
2023,"Illex squid/Spring/Energy.Density_SD",0.27,"NA"
2023,"Illex squid/Fall/N",66,"NA"
2023,"Illex squid/Fall/Energy.Density_Mean",5.66,"NA"
2023,"Illex squid/Fall/Energy.Density_SD",0.46,"NA"
2024,"Illex squid/Spring/N",59,"NA"
2024,"Illex squid/Spring/Energy.Density_Mean",5.23,"NA"
2024,"Illex squid/Spring/Energy.Density_SD",0.21,"NA"
2017,"Loligo squid/Spring/N",104,"NA"
2017,"Loligo squid/Spring/Energy.Density_Mean",5.24,"NA"
2017,"Loligo squid/Spring/Energy.Density_SD",0.33,"NA"
2017,"Loligo squid/Fall/N",104,"NA"
2017,"Loligo squid/Fall/Energy.Density_Mean",5.25,"NA"
2017,"Loligo squid/Fall/Energy.Density_SD",0.23,"NA"
2018,"Loligo squid/Spring/N",109,"NA"
2018,"Loligo squid/Spring/Energy.Density_Mean",4.95,"NA"
2018,"Loligo squid/Spring/Energy.Density_SD",0.54,"NA"
2018,"Loligo squid/Fall/N",180,"NA"
2018,"Loligo squid/Fall/Energy.Density_Mean",5.16,"NA"
2018,"Loligo squid/Fall/Energy.Density_SD",0.55,"NA"
2019,"Loligo squid/Spring/N",120,"NA"
2019,"Loligo squid/Spring/Energy.Density_Mean",5.09,"NA"
2019,"Loligo squid/Spring/Energy.Density_SD",0.19,"NA"
2019,"Loligo squid/Fall/N",189,"NA"
2019,"Loligo squid/Fall/Energy.Density_Mean",5.19,"NA"
2019,"Loligo squid/Fall/Energy.Density_SD",0.21,"NA"
2020,"Loligo squid/Fall/N",NA,"NA"
2020,"Loligo squid/Fall/Energy.Density_Mean",NA,"NA"
2020,"Loligo squid/Fall/Energy.Density_SD",NA,"NA"
2020,"Loligo squid/Spring/N",44,"NA"
2020,"Loligo squid/Spring/Energy.Density_Mean",4.98,"NA"
2020,"Loligo squid/Spring/Energy.Density_SD",0.17,"NA"
2021,"Loligo squid/Spring/N",95,"NA"
2021,"Loligo squid/Spring/Energy.Density_Mean",5.14,"NA"
2021,"Loligo squid/Spring/Energy.Density_SD",0.22,"NA"
2021,"Loligo squid/Fall/N",95,"NA"
2021,"Loligo squid/Fall/Energy.Density_Mean",5.25,"NA"
2021,"Loligo squid/Fall/Energy.Density_SD",0.18,"NA"
2022,"Loligo squid/Spring/N",88,"NA"
2022,"Loligo squid/Spring/Energy.Density_Mean",5.11,"NA"
2022,"Loligo squid/Spring/Energy.Density_SD",0.18,"NA"
2022,"Loligo squid/Fall/N",89,"NA"
2022,"Loligo squid/Fall/Energy.Density_Mean",5.28,"NA"
2022,"Loligo squid/Fall/Energy.Density_SD",0.18,"NA"
2023,"Loligo squid/Spring/N",23,"NA"
2023,"Loligo squid/Spring/Energy.Density_Mean",5.32,"NA"
2023,"Loligo squid/Spring/Energy.Density_SD",0.19,"NA"
2023,"Loligo squid/Fall/N",54,"NA"
2023,"Loligo squid/Fall/Energy.Density_Mean",5.26,"NA"
2023,"Loligo squid/Fall/Energy.Density_SD",0.11,"NA"
2024,"Loligo squid/Spring/N",66,"NA"
2024,"Loligo squid/Spring/Energy.Density_Mean",4.99,"NA"
2024,"Loligo squid/Spring/Energy.Density_SD",0.16,"NA"
2017,"Sand lance/Fall/N",NA,"NA"
2017,"Sand lance/Fall/Energy.Density_Mean",NA,"NA"
2017,"Sand lance/Fall/Energy.Density_SD",NA,"NA"
2017,"Sand lance/Spring/N",17,"NA"
2017,"Sand lance/Spring/Energy.Density_Mean",6.55,"NA"
2017,"Sand lance/Spring/Energy.Density_SD",0.48,"NA"
2018,"Sand lance/Spring/N",61,"NA"
2018,"Sand lance/Spring/Energy.Density_Mean",5.79,"NA"
2018,"Sand lance/Spring/Energy.Density_SD",0.31,"NA"
2018,"Sand lance/Fall/N",8,"NA"
2018,"Sand lance/Fall/Energy.Density_Mean",7.84,"NA"
2018,"Sand lance/Fall/Energy.Density_SD",0.69,"NA"
2019,"Sand lance/Spring/N",47,"NA"
2019,"Sand lance/Spring/Energy.Density_Mean",5.58,"NA"
2019,"Sand lance/Spring/Energy.Density_SD",0.4,"NA"
2019,"Sand lance/Fall/N",4,"NA"
2019,"Sand lance/Fall/Energy.Density_Mean",8.02,"NA"
2019,"Sand lance/Fall/Energy.Density_SD",1.07,"NA"
2020,"Sand lance/Fall/N",NA,"NA"
2020,"Sand lance/Fall/Energy.Density_Mean",NA,"NA"
2020,"Sand lance/Fall/Energy.Density_SD",NA,"NA"
2020,"Sand lance/Spring/N",NA,"NA"
2020,"Sand lance/Spring/Energy.Density_Mean",NA,"NA"
2020,"Sand lance/Spring/Energy.Density_SD",NA,"NA"
2021,"Sand lance/Spring/N",44,"NA"
2021,"Sand lance/Spring/Energy.Density_Mean",6.05,"NA"
2021,"Sand lance/Spring/Energy.Density_SD",0.84,"NA"
2021,"Sand lance/Fall/N",1,"NA"
2021,"Sand lance/Fall/Energy.Density_Mean",6.16,"NA"
2021,"Sand lance/Fall/Energy.Density_SD",NA,"NA"
2022,"Sand lance/Fall/N",NA,"NA"
2022,"Sand lance/Fall/Energy.Density_Mean",NA,"NA"
2022,"Sand lance/Fall/Energy.Density_SD",NA,"NA"
2022,"Sand lance/Spring/N",1,"NA"
2022,"Sand lance/Spring/Energy.Density_Mean",6.4,"NA"
2022,"Sand lance/Spring/Energy.Density_SD",NA,"NA"
2023,"Sand lance/Spring/N",19,"NA"
2023,"Sand lance/Spring/Energy.Density_Mean",6.64,"NA"
2023,"Sand lance/Spring/Energy.Density_SD",0.75,"NA"
2024,"Sand lance/Spring/N",47,"NA"
2024,"Sand lance/Spring/Energy.Density_Mean",5.64,"NA"
2024,"Sand lance/Spring/Energy.Density_SD",0.49,"NA"
2017,"Silver hake/Spring/N",204,"NA"
2017,"Silver hake/Spring/Energy.Density_Mean",4.23,"NA"
2017,"Silver hake/Spring/Energy.Density_SD",0.39,"NA"
2017,"Silver hake/Fall/N",232,"NA"
2017,"Silver hake/Fall/Energy.Density_Mean",4.46,"NA"
2017,"Silver hake/Fall/Energy.Density_SD",0.53,"NA"
2018,"Silver hake/Spring/N",178,"NA"
2018,"Silver hake/Spring/Energy.Density_Mean",4.31,"NA"
2018,"Silver hake/Spring/Energy.Density_SD",0.55,"NA"
2018,"Silver hake/Fall/N",150,"NA"
2018,"Silver hake/Fall/Energy.Density_Mean",4.44,"NA"
2018,"Silver hake/Fall/Energy.Density_SD",0.62,"NA"
2019,"Silver hake/Spring/N",185,"NA"
2019,"Silver hake/Spring/Energy.Density_Mean",3.96,"NA"
2019,"Silver hake/Spring/Energy.Density_SD",0.45,"NA"
2019,"Silver hake/Fall/N",198,"NA"
2019,"Silver hake/Fall/Energy.Density_Mean",4.24,"NA"
2019,"Silver hake/Fall/Energy.Density_SD",0.51,"NA"
2020,"Silver hake/Fall/N",NA,"NA"
2020,"Silver hake/Fall/Energy.Density_Mean",NA,"NA"
2020,"Silver hake/Fall/Energy.Density_SD",NA,"NA"
2020,"Silver hake/Spring/N",69,"NA"
2020,"Silver hake/Spring/Energy.Density_Mean",4.16,"NA"
2020,"Silver hake/Spring/Energy.Density_SD",0.42,"NA"
2021,"Silver hake/Spring/N",136,"NA"
2021,"Silver hake/Spring/Energy.Density_Mean",4.08,"NA"
2021,"Silver hake/Spring/Energy.Density_SD",0.45,"NA"
2021,"Silver hake/Fall/N",121,"NA"
2021,"Silver hake/Fall/Energy.Density_Mean",4.29,"NA"
2021,"Silver hake/Fall/Energy.Density_SD",0.43,"NA"
2022,"Silver hake/Spring/N",106,"NA"
2022,"Silver hake/Spring/Energy.Density_Mean",4.11,"NA"
2022,"Silver hake/Spring/Energy.Density_SD",0.49,"NA"
2022,"Silver hake/Fall/N",131,"NA"
2022,"Silver hake/Fall/Energy.Density_Mean",4.3,"NA"
2022,"Silver hake/Fall/Energy.Density_SD",0.47,"NA"
2023,"Silver hake/Spring/N",57,"NA"
2023,"Silver hake/Spring/Energy.Density_Mean",4.32,"NA"
2023,"Silver hake/Spring/Energy.Density_SD",0.45,"NA"
2023,"Silver hake/Fall/N",102,"NA"
2023,"Silver hake/Fall/Energy.Density_Mean",4.39,"NA"
2023,"Silver hake/Fall/Energy.Density_SD",0.55,"NA"
2024,"Silver hake/Spring/N",180,"NA"
2024,"Silver hake/Spring/Energy.Density_Mean",3.92,"NA"
2024,"Silver hake/Spring/Energy.Density_SD",0.43,"NA"
