Var,EPU,Time,MeanCond
Atlantic croaker,NA,1999,0.9852348487684641
Atlantic croaker,NA,2000,0.941524160201736
Atlantic croaker,NA,2001,0.948428731969064
Atlantic croaker,NA,2002,0.8901599057245657
Atlantic croaker,NA,2003,0.9863516410649071
Atlantic croaker,NA,2004,0.9016926388968673
Atlantic croaker,NA,2005,0.9325192121679882
Atlantic croaker,NA,2006,0.8911020781106421
Atlantic croaker,NA,2007,0.916252142541826
Atlantic croaker,NA,2008,0.8917812826711027
Atlantic croaker,NA,2009,0.9418449508138181
Atlantic croaker,NA,2010,0.9614303317306773
Atlantic croaker,NA,2011,0.9978111686013522
Atlantic croaker,NA,2012,0.9901499376497965
Atlantic croaker,NA,2013,0.941206472373213
Atlantic croaker,NA,2014,0.9005280306033072
Atlantic croaker,NA,2015,0.8990918158271546
Atlantic croaker,NA,2016,0.9431594001437563
Atlantic croaker,NA,2018,0.8993861497645033
Atlantic croaker,NA,2019,0.9796999390256987
Atlantic croaker,NA,2021,0.9365859669946315
Atlantic croaker,NA,2022,1.0707725839875868
Atlantic croaker,NA,2024,0.9156321564455201
Atlantic halibut,SS,1999,0.9825338772022805
Atlantic halibut,SS,2000,0.9197960781704682
Atlantic halibut,SS,2001,0.9595543103484052
Atlantic halibut,SS,2002,0.9830103098980373
Atlantic halibut,SS,2003,0.946470916513514
Atlantic halibut,SS,2004,0.9647747436770685
Atlantic halibut,SS,2005,0.9423720650547199
Atlantic halibut,SS,2006,0.8995180744146735
Atlantic halibut,SS,2007,0.9821960598507317
Atlantic halibut,SS,2008,0.9922904713870938
Atlantic halibut,SS,2010,0.9820750093426033
Atlantic halibut,SS,2011,0.9569814829348027
Atlantic halibut,SS,2012,0.9633026933984136
Atlantic halibut,SS,2013,0.9834137846279531
Atlantic halibut,SS,2014,0.9508406914550029
Atlantic halibut,SS,2015,0.9836196481726144
Atlantic halibut,SS,2016,0.9382720832146421
Atlantic halibut,SS,2021,0.9589340288201832
Atlantic halibut,SS,2023,1.0055886527459215
Atlantic halibut,SS,2024,0.9894552217053102
Atlantic herring,GB,1992,0.7999620960691219
Atlantic herring,GB,1993,1.030802707884932
Atlantic herring,GB,1994,1.100359845860242
Atlantic herring,GB,1995,1.046675478454528
Atlantic herring,GB,1996,1.0539740222966085
Atlantic herring,GB,1997,1.0307698803878456
Atlantic herring,GB,1998,1.0512409653562378
Atlantic herring,GB,1999,1.0838489612870283
Atlantic herring,GB,2000,1.1765296321734517
Atlantic herring,GB,2001,1.0389115685747838
Atlantic herring,GB,2002,0.9826641265780222
Atlantic herring,GB,2003,1.0863569890776719
Atlantic herring,GB,2004,0.9956391812070384
Atlantic herring,GB,2005,1.0044003613698615
Atlantic herring,GB,2006,1.0723096385304525
Atlantic herring,GB,2007,1.130067287487695
Atlantic herring,GB,2008,1.0921672515788194
Atlantic herring,GB,2009,0.9709936970147686
Atlantic herring,GB,2010,0.9656236226573244
Atlantic herring,GB,2011,0.9661547296463104
Atlantic herring,GB,2012,1.0378594428018733
Atlantic herring,GB,2013,1.0068238108518686
Atlantic herring,GB,2014,1.0623859147194965
Atlantic herring,GB,2015,1.0951430866798246
Atlantic herring,GB,2016,1.0312919507180502
Atlantic herring,GB,2017,0.9700070144913165
Atlantic herring,GB,2018,1.051672821875092
Atlantic herring,GB,2019,1.0443028997386823
Atlantic herring,GB,2021,1.0044246720569652
Atlantic herring,GB,2022,0.9819748984020842
Atlantic herring,GB,2023,1.1002392971973176
Atlantic herring,GB,2024,1.1117279497153403
Atlantic herring,GOM,1992,0.9358487096591144
Atlantic herring,GOM,1993,1.0595911673958416
Atlantic herring,GOM,1994,1.010636933731379
Atlantic herring,GOM,1995,1.0380020442090387
Atlantic herring,GOM,1996,0.9890865615496542
Atlantic herring,GOM,1997,0.97751191309069
Atlantic herring,GOM,1998,0.9821041278070275
Atlantic herring,GOM,1999,0.9959651216504423
Atlantic herring,GOM,2000,1.0114986199213032
Atlantic herring,GOM,2001,0.9711826980311667
Atlantic herring,GOM,2002,0.9654300563165252
Atlantic herring,GOM,2003,0.9949482692130092
Atlantic herring,GOM,2004,0.9694765402769254
Atlantic herring,GOM,2005,0.9577947629556739
Atlantic herring,GOM,2006,0.9944890144178169
Atlantic herring,GOM,2007,1.0407254660809762
Atlantic herring,GOM,2008,0.9932288018104112
Atlantic herring,GOM,2009,0.9972896477756606
Atlantic herring,GOM,2010,0.9392929796963949
Atlantic herring,GOM,2011,0.9649997784874225
Atlantic herring,GOM,2012,0.9622144914964758
Atlantic herring,GOM,2013,0.9657142928707779
Atlantic herring,GOM,2014,0.9713697169418682
Atlantic herring,GOM,2015,0.9725551325924109
Atlantic herring,GOM,2016,0.9956586768221354
Atlantic herring,GOM,2017,0.9511143745507439
Atlantic herring,GOM,2018,0.9848064216041881
Atlantic herring,GOM,2019,0.9573093266508628
Atlantic herring,GOM,2021,0.9900911984372934
Atlantic herring,GOM,2022,0.9743634231271981
Atlantic herring,GOM,2023,1.0304498034423826
Atlantic herring,GOM,2024,1.02005931522669
Atlantic herring,SS,1992,1.0275602616770991
Atlantic herring,SS,1993,1.0511078208287301
Atlantic herring,SS,1994,1.0245901135084108
Atlantic herring,SS,1995,1.0279705984150698
Atlantic herring,SS,1996,1.0024605728205886
Atlantic herring,SS,1997,1.0866800621786081
Atlantic herring,SS,1998,0.9875062878143204
Atlantic herring,SS,1999,1.03374514792399
Atlantic herring,SS,2000,0.8795345210626218
Atlantic herring,SS,2001,0.9613010083010579
Atlantic herring,SS,2002,0.9610868933927961
Atlantic herring,SS,2003,1.0081826414084294
Atlantic herring,SS,2004,0.9864412354750992
Atlantic herring,SS,2005,0.9682213802060632
Atlantic herring,SS,2006,0.9870078160320318
Atlantic herring,SS,2007,1.000348346756136
Atlantic herring,SS,2008,1.050822180195707
Atlantic herring,SS,2009,0.9601654801097994
Atlantic herring,SS,2010,0.9769727376217382
Atlantic herring,SS,2011,0.9658202994317319
Atlantic herring,SS,2012,0.9517212046879399
Atlantic herring,SS,2013,1.0116566651263306
Atlantic herring,SS,2014,0.9992829656107536
Atlantic herring,SS,2015,0.9742952381957526
Atlantic herring,SS,2016,0.953311198669934
Atlantic herring,SS,2017,0.9147187640301203
Atlantic herring,SS,2019,0.9832951636400576
Atlantic herring,SS,2021,0.9901944150164917
Atlantic herring,SS,2022,0.957726205822227
Atlantic herring,SS,2023,1.0219191559166476
Atlantic herring,SS,2024,0.9971645642424927
Atlantic mackerel,GB,1992,1.050023497893381
Atlantic mackerel,GB,1993,1.0033435134406652
Atlantic mackerel,GB,1994,1.0178946814591083
Atlantic mackerel,GB,1995,0.9951739638989411
Atlantic mackerel,GB,1996,1.0266737387174232
Atlantic mackerel,GB,1997,1.029168049784506
Atlantic mackerel,GB,1998,0.9372108570455029
Atlantic mackerel,GB,1999,1.0502578827664417
Atlantic mackerel,GB,2000,0.9532608144986969
Atlantic mackerel,GB,2001,0.9894187664401682
Atlantic mackerel,GB,2002,0.9423318612865418
Atlantic mackerel,GB,2003,1.0357967399290426
Atlantic mackerel,GB,2004,0.9649328064781253
Atlantic mackerel,GB,2005,0.8819154184249502
Atlantic mackerel,GB,2006,0.9566181407529636
Atlantic mackerel,GB,2007,0.9907853177157975
Atlantic mackerel,GB,2008,1.0347368743786682
Atlantic mackerel,GB,2009,1.0021742392497404
Atlantic mackerel,GB,2010,1.05703535249432
Atlantic mackerel,GB,2011,1.0197903224737652
Atlantic mackerel,GB,2012,1.0216681239040522
Atlantic mackerel,GB,2013,1.0386568863715204
Atlantic mackerel,GB,2014,1.0550712080972198
Atlantic mackerel,GB,2015,1.083727363543207
Atlantic mackerel,GB,2016,1.0410954249953612
Atlantic mackerel,GB,2018,1.0792619400166776
Atlantic mackerel,GB,2019,1.0125912970326332
Atlantic mackerel,GB,2021,1.0347257951661348
Atlantic mackerel,GB,2022,1.0167116697424268
Atlantic mackerel,GB,2023,1.006769118460402
Atlantic mackerel,GB,2024,1.0173331801082948
Atlantic mackerel,GOM,1992,1.0186508854975136
Atlantic mackerel,GOM,1993,1.0141876472074922
Atlantic mackerel,GOM,1994,1.042747513484239
Atlantic mackerel,GOM,1995,0.9655766604812412
Atlantic mackerel,GOM,1996,0.9605929254312224
Atlantic mackerel,GOM,1997,1.0043850900593352
Atlantic mackerel,GOM,1998,1.0109189122328024
Atlantic mackerel,GOM,1999,1.083415176893508
Atlantic mackerel,GOM,2000,1.0000091286222654
Atlantic mackerel,GOM,2001,0.9711671596562458
Atlantic mackerel,GOM,2002,1.023674459989996
Atlantic mackerel,GOM,2003,0.9793590088287146
Atlantic mackerel,GOM,2004,0.9423923480642722
Atlantic mackerel,GOM,2005,0.8922958071481841
Atlantic mackerel,GOM,2006,0.9649824513007742
Atlantic mackerel,GOM,2007,0.9492344067046137
Atlantic mackerel,GOM,2008,0.9395055283492096
Atlantic mackerel,GOM,2009,0.9562865158671325
Atlantic mackerel,GOM,2010,0.9249212810567254
Atlantic mackerel,GOM,2011,0.9784190900011311
Atlantic mackerel,GOM,2012,1.0065570304861617
Atlantic mackerel,GOM,2013,0.9862398916366492
Atlantic mackerel,GOM,2014,1.0175172985914454
Atlantic mackerel,GOM,2015,0.9946953721314787
Atlantic mackerel,GOM,2016,1.0093076437301804
Atlantic mackerel,GOM,2018,0.9602113396857671
Atlantic mackerel,GOM,2019,0.9275963328656187
Atlantic mackerel,GOM,2021,0.9554391391920443
Atlantic mackerel,GOM,2022,0.9695527809109497
Atlantic mackerel,GOM,2023,0.9472822059074835
Atlantic mackerel,GOM,2024,0.9544924858538862
Atlantic mackerel,MAB,1992,1.0543036618527244
Atlantic mackerel,MAB,1993,0.8993722261380878
Atlantic mackerel,MAB,1994,1.0409450649683687
Atlantic mackerel,MAB,1995,0.9622116591570303
Atlantic mackerel,MAB,1996,1.0022545699538656
Atlantic mackerel,MAB,1997,0.9641949886667622
Atlantic mackerel,MAB,1998,1.0219070909908272
Atlantic mackerel,MAB,1999,0.95880019333925115
Atlantic mackerel,MAB,2000,1.0256214764555684
Atlantic mackerel,MAB,2001,0.9771306403777587
Atlantic mackerel,MAB,2003,0.9479909606396204
Atlantic mackerel,MAB,2005,1.0449709523314032
Atlantic mackerel,MAB,2007,1.0218777056858004
Atlantic mackerel,MAB,2008,1.01684104902525
Atlantic mackerel,MAB,2009,1.068363335196311
Atlantic mackerel,MAB,2010,1.071819361821976
Atlantic mackerel,MAB,2011,1.066547898577953
Atlantic mackerel,MAB,2012,1.1602011529949117
Atlantic mackerel,MAB,2015,1.0770410944350033
Atlantic mackerel,MAB,2018,1.0758382738057932
Atlantic mackerel,MAB,2019,1.0551242533475416
Atlantic mackerel,MAB,2021,1.069185221035596
Atlantic mackerel,MAB,2022,1.04277843108037
Atlantic mackerel,MAB,2023,1.056735724829226
Atlantic mackerel,MAB,2024,1.044416981333371
Atlantic mackerel,SS,1992,0.9995757850974505
Atlantic mackerel,SS,1994,1.0166409019606824
Atlantic mackerel,SS,1995,1.0620562364059727
Atlantic mackerel,SS,1997,0.9601105134887823
Atlantic mackerel,SS,1998,1.0284538716167744
Atlantic mackerel,SS,1999,1.043727823887683
Atlantic mackerel,SS,2001,0.9188559480930022
Atlantic mackerel,SS,2002,0.9457176853640716
Atlantic mackerel,SS,2003,0.9759628040767551
Atlantic mackerel,SS,2004,0.9897380892117904
Atlantic mackerel,SS,2005,0.9462024023380272
Atlantic mackerel,SS,2006,1.0808414205859238
Atlantic mackerel,SS,2008,0.9444490029485239
Atlantic mackerel,SS,2009,0.9662445576756649
Atlantic mackerel,SS,2010,0.9236325818762611
Atlantic mackerel,SS,2011,0.9292033818339849
Atlantic mackerel,SS,2012,1.0052149545902407
Atlantic mackerel,SS,2013,0.9698603715277548
Atlantic mackerel,SS,2014,0.995666768436815
Atlantic mackerel,SS,2015,1.0377549852801546
Atlantic mackerel,SS,2016,0.9219550946782499
Atlantic mackerel,SS,2019,0.9320288499005233
Atlantic mackerel,SS,2021,0.9405420682462944
Atlantic mackerel,SS,2022,0.9100869242861421
Atlantic mackerel,SS,2023,0.8929021034878976
Atlantic mackerel,SS,2024,0.9430400387264216
Atlantic menhaden,GOM,1998,1.0020749361207135
Atlantic menhaden,GOM,2000,1.0345824933507946
Atlantic menhaden,GOM,2001,1.2207134778551345
Atlantic menhaden,GOM,2002,1.0854963237381685
Atlantic menhaden,GOM,2003,0.9376007759408154
Atlantic menhaden,GOM,2004,1.1246856370564013
Atlantic menhaden,GOM,2005,1.004299188513925
Atlantic menhaden,GOM,2006,1.0693296799100385
Atlantic menhaden,GOM,2007,1.1147210498920883
Atlantic menhaden,GOM,2008,1.0423293372799198
Atlantic menhaden,GOM,2009,1.0906683106135406
Atlantic menhaden,GOM,2010,1.082943546776916
Atlantic menhaden,GOM,2011,1.1137131834837806
Atlantic menhaden,GOM,2012,0.9813492299979628
Atlantic menhaden,GOM,2013,1.0059074280906621
Atlantic menhaden,GOM,2014,0.9795881352680753
Atlantic menhaden,GOM,2015,1.0138422360350772
Atlantic menhaden,GOM,2016,1.0657575786691744
Atlantic menhaden,GOM,2018,0.9923818624933491
Atlantic menhaden,GOM,2019,1.0323694245240231
Atlantic menhaden,GOM,2021,0.9792291278366108
Atlantic menhaden,GOM,2022,1.014372241419766
Atlantic menhaden,GOM,2023,1.02580387406783
Atlantic menhaden,GOM,2024,1.0304440648366262
Atlantic wolffish,GOM,1992,1.034177956278815
Atlantic wolffish,GOM,1993,1.0352061404628243
Atlantic wolffish,GOM,1994,0.9028342360330635
Atlantic wolffish,GOM,1995,1.0841946765228985
Atlantic wolffish,GOM,1996,0.8908702278867792
Atlantic wolffish,GOM,1997,0.9832891848487184
Atlantic wolffish,GOM,1998,0.9867146332041438
Atlantic wolffish,GOM,1999,0.9823448778433053
Atlantic wolffish,GOM,2001,1.0226919423836691
Atlantic wolffish,GOM,2003,1.0381339103665266
Atlantic wolffish,GOM,2005,0.9019041786496029
Atlantic wolffish,GOM,2006,1.1033702113413486
Atlantic wolffish,GOM,2008,0.9438299321997585
Atlantic wolffish,GOM,2009,1.0352045748064407
Atlantic wolffish,GOM,2010,1.0153975680740583
Atlantic wolffish,GOM,2011,0.9823307311498782
Atlantic wolffish,GOM,2013,0.9787518650507527
Atlantic wolffish,GOM,2014,1.052784559062339
