VARIABLE,PERIOD,MATH,REGION,SUBAREA,PROD,UNITS,VALUE,NOTES,PRODUCT_LONG_NAME,ALGORITHM,TIME_START,TIME_END,DURATION,INPUT_FILE_NAME,ALGORITHM_REFERENCE,SENSOR,SOURCE_DATA_VERSION,SOURCE_DATA_URL,SOURCE_DATA_DOI,TITLE,CONTRIBUTOR_NAME
CLIMATOLOGICAL_WEEK_PICO_PERCENTAGE_MEDIAN,WEEK_21_1998_2020,STATS,NES_EPU_NOESTUARIES,MAB,PICO_PERCENTAGE-BREWINSST_NES,,0.2097110,Median of the spatial mean,picoplankton percent composition,Northeast US Shelf - Brewin with SST Phytoplankton Community,1998-05-21T00:00:00Z,2020-05-26T23:59:59Z,23 years,WEEK_21_1998_2020-OCCCI-V5.0-L3B4-PICO_PERCENTAGE-BREWINSST_NES-STATS.SAV,Turner_K._et al. (in progress); Brewin_R.J.W._Sathyendranath_S._Hirata_T._Lavender_S.J._Barciela_R.M._Hardman-Mountford_N.J._2010. A three-component model of phytoplankton size class for the Atlantic Ocean. Ecological Modelling 221_1472–1483. https://doi.org/10.1016/j.ecolmodel.2010.02.014; Brewin_R.J.W._Sathyendranath_S._Jackson_T._Barlow_R._Brotas_V._Airs_R._Lamont_T._2015. Influence of light in the mixed-layer on the parameters of a three-component model of phytoplankton size class. Remote Sensing of Environment 168_437–450. https://doi.org/10.1016/j.rse.2015.07.004; Brewin_R.J.W._Ciavatta_S._Sathyendranath_S._Jackson_T._Tilstone_G._Curran_K._Airs_R.L._Cummings_D._Brotas_V._Organelli_E._Dall’Olmo_G._Raitsos_D.E._2017. Uncertainty in Ocean-Color Estimates of Chlorophyll for Phytoplankton Groups. Front. Mar. Sci. 4. https://doi.org/10.3389/fmars.2017.00104,Ocean Color Climate Change Initiative,V5.0,http://www.esa-oceancolour-cci.org/,NA,Climatological weekly level 3 statistics of PICO_PERCENTAGE data (Northeast US Shelf - Brewin with SST Phytoplankton Community) from the OC-CCI dataset,Kimberly Hyde | kimberly.hyde@noaa.gov | NEFSC
CLIMATOLOGICAL_WEEK_PICO_PERCENTAGE_MEDIAN,WEEK_21_1998_2020,STATS,NES_EPU_NOESTUARIES,GB,PICO_PERCENTAGE-BREWINSST_NES,,0.1833167,Median of the spatial mean,picoplankton percent composition,Northeast US Shelf - Brewin with SST Phytoplankton Community,1998-05-21T00:00:00Z,2020-05-26T23:59:59Z,23 years,WEEK_21_1998_2020-OCCCI-V5.0-L3B4-PICO_PERCENTAGE-BREWINSST_NES-STATS.SAV,Turner_K._et al. (in progress); Brewin_R.J.W._Sathyendranath_S._Hirata_T._Lavender_S.J._Barciela_R.M._Hardman-Mountford_N.J._2010. A three-component model of phytoplankton size class for the Atlantic Ocean. Ecological Modelling 221_1472–1483. https://doi.org/10.1016/j.ecolmodel.2010.02.014; Brewin_R.J.W._Sathyendranath_S._Jackson_T._Barlow_R._Brotas_V._Airs_R._Lamont_T._2015. Influence of light in the mixed-layer on the parameters of a three-component model of phytoplankton size class. Remote Sensing of Environment 168_437–450. https://doi.org/10.1016/j.rse.2015.07.004; Brewin_R.J.W._Ciavatta_S._Sathyendranath_S._Jackson_T._Tilstone_G._Curran_K._Airs_R.L._Cummings_D._Brotas_V._Organelli_E._Dall’Olmo_G._Raitsos_D.E._2017. Uncertainty in Ocean-Color Estimates of Chlorophyll for Phytoplankton Groups. Front. Mar. Sci. 4. https://doi.org/10.3389/fmars.2017.00104,Ocean Color Climate Change Initiative,V5.0,http://www.esa-oceancolour-cci.org/,NA,Climatological weekly level 3 statistics of PICO_PERCENTAGE data (Northeast US Shelf - Brewin with SST Phytoplankton Community) from the OC-CCI dataset,Kimberly Hyde | kimberly.hyde@noaa.gov | NEFSC
CLIMATOLOGICAL_WEEK_PICO_PERCENTAGE_MEDIAN,WEEK_22_1998_2020,STATS,NES_EPU_NOESTUARIES,GOM,PICO_PERCENTAGE-BREWINSST_NES,,0.2014593,Median of the spatial mean,picoplankton percent composition,Northeast US Shelf - Brewin with SST Phytoplankton Community,1998-05-28T00:00:00Z,2020-06-02T23:59:59Z,23 years,WEEK_22_1998_2020-OCCCI-V5.0-L3B4-PICO_PERCENTAGE-BREWINSST_NES-STATS.SAV,Turner_K._et al. (in progress); Brewin_R.J.W._Sathyendranath_S._Hirata_T._Lavender_S.J._Barciela_R.M._Hardman-Mountford_N.J._2010. A three-component model of phytoplankton size class for the Atlantic Ocean. Ecological Modelling 221_1472–1483. https://doi.org/10.1016/j.ecolmodel.2010.02.014; Brewin_R.J.W._Sathyendranath_S._Jackson_T._Barlow_R._Brotas_V._Airs_R._Lamont_T._2015. Influence of light in the mixed-layer on the parameters of a three-component model of phytoplankton size class. Remote Sensing of Environment 168_437–450. https://doi.org/10.1016/j.rse.2015.07.004; Brewin_R.J.W._Ciavatta_S._Sathyendranath_S._Jackson_T._Tilstone_G._Curran_K._Airs_R.L._Cummings_D._Brotas_V._Organelli_E._Dall’Olmo_G._Raitsos_D.E._2017. Uncertainty in Ocean-Color Estimates of Chlorophyll for Phytoplankton Groups. Front. Mar. Sci. 4. https://doi.org/10.3389/fmars.2017.00104,Ocean Color Climate Change Initiative,V5.0,http://www.esa-oceancolour-cci.org/,NA,Climatological weekly level 3 statistics of PICO_PERCENTAGE data (Northeast US Shelf - Brewin with SST Phytoplankton Community) from the OC-CCI dataset,Kimberly Hyde | kimberly.hyde@noaa.gov | NEFSC
CLIMATOLOGICAL_WEEK_PICO_PERCENTAGE_MEDIAN,WEEK_22_1998_2020,STATS,NES_EPU_NOESTUARIES,MAB,PICO_PERCENTAGE-BREWINSST_NES,,0.2150201,Median of the spatial mean,picoplankton percent composition,Northeast US Shelf - Brewin with SST Phytoplankton Community,1998-05-28T00:00:00Z,2020-06-02T23:59:59Z,23 years,WEEK_22_1998_2020-OCCCI-V5.0-L3B4-PICO_PERCENTAGE-BREWINSST_NES-STATS.SAV,Turner_K._et al. (in progress); Brewin_R.J.W._Sathyendranath_S._Hirata_T._Lavender_S.J._Barciela_R.M._Hardman-Mountford_N.J._2010. A three-component model of phytoplankton size class for the Atlantic Ocean. Ecological Modelling 221_1472–1483. https://doi.org/10.1016/j.ecolmodel.2010.02.014; Brewin_R.J.W._Sathyendranath_S._Jackson_T._Barlow_R._Brotas_V._Airs_R._Lamont_T._2015. Influence of light in the mixed-layer on the parameters of a three-component model of phytoplankton size class. Remote Sensing of Environment 168_437–450. https://doi.org/10.1016/j.rse.2015.07.004; Brewin_R.J.W._Ciavatta_S._Sathyendranath_S._Jackson_T._Tilstone_G._Curran_K._Airs_R.L._Cummings_D._Brotas_V._Organelli_E._Dall’Olmo_G._Raitsos_D.E._2017. Uncertainty in Ocean-Color Estimates of Chlorophyll for Phytoplankton Groups. Front. Mar. Sci. 4. https://doi.org/10.3389/fmars.2017.00104,Ocean Color Climate Change Initiative,V5.0,http://www.esa-oceancolour-cci.org/,NA,Climatological weekly level 3 statistics of PICO_PERCENTAGE data (Northeast US Shelf - Brewin with SST Phytoplankton Community) from the OC-CCI dataset,Kimberly Hyde | kimberly.hyde@noaa.gov | NEFSC
CLIMATOLOGICAL_WEEK_PICO_PERCENTAGE_MEDIAN,WEEK_22_1998_2020,STATS,NES_EPU_NOESTUARIES,GB,PICO_PERCENTAGE-BREWINSST_NES,,0.1873336,Median of the spatial mean,picoplankton percent composition,Northeast US Shelf - Brewin with SST Phytoplankton Community,1998-05-28T00:00:00Z,2020-06-02T23:59:59Z,23 years,WEEK_22_1998_2020-OCCCI-V5.0-L3B4-PICO_PERCENTAGE-BREWINSST_NES-STATS.SAV,Turner_K._et al. (in progress); Brewin_R.J.W._Sathyendranath_S._Hirata_T._Lavender_S.J._Barciela_R.M._Hardman-Mountford_N.J._2010. A three-component model of phytoplankton size class for the Atlantic Ocean. Ecological Modelling 221_1472–1483. https://doi.org/10.1016/j.ecolmodel.2010.02.014; Brewin_R.J.W._Sathyendranath_S._Jackson_T._Barlow_R._Brotas_V._Airs_R._Lamont_T._2015. Influence of light in the mixed-layer on the parameters of a three-component model of phytoplankton size class. Remote Sensing of Environment 168_437–450. https://doi.org/10.1016/j.rse.2015.07.004; Brewin_R.J.W._Ciavatta_S._Sathyendranath_S._Jackson_T._Tilstone_G._Curran_K._Airs_R.L._Cummings_D._Brotas_V._Organelli_E._Dall’Olmo_G._Raitsos_D.E._2017. Uncertainty in Ocean-Color Estimates of Chlorophyll for Phytoplankton Groups. Front. Mar. Sci. 4. https://doi.org/10.3389/fmars.2017.00104,Ocean Color Climate Change Initiative,V5.0,http://www.esa-oceancolour-cci.org/,NA,Climatological weekly level 3 statistics of PICO_PERCENTAGE data (Northeast US Shelf - Brewin with SST Phytoplankton Community) from the OC-CCI dataset,Kimberly Hyde | kimberly.hyde@noaa.gov | NEFSC
CLIMATOLOGICAL_WEEK_PICO_PERCENTAGE_MEDIAN,WEEK_23_1998_2020,STATS,NES_EPU_NOESTUARIES,GOM,PICO_PERCENTAGE-BREWINSST_NES,,0.2033395,Median of the spatial mean,picoplankton percent composition,Northeast US Shelf - Brewin with SST Phytoplankton Community,1998-06-04T00:00:00Z,2020-06-09T23:59:59Z,23 years,WEEK_23_1998_2020-OCCCI-V5.0-L3B4-PICO_PERCENTAGE-BREWINSST_NES-STATS.SAV,Turner_K._et al. (in progress); Brewin_R.J.W._Sathyendranath_S._Hirata_T._Lavender_S.J._Barciela_R.M._Hardman-Mountford_N.J._2010. A three-component model of phytoplankton size class for the Atlantic Ocean. Ecological Modelling 221_1472–1483. https://doi.org/10.1016/j.ecolmodel.2010.02.014; Brewin_R.J.W._Sathyendranath_S._Jackson_T._Barlow_R._Brotas_V._Airs_R._Lamont_T._2015. Influence of light in the mixed-layer on the parameters of a three-component model of phytoplankton size class. Remote Sensing of Environment 168_437–450. https://doi.org/10.1016/j.rse.2015.07.004; Brewin_R.J.W._Ciavatta_S._Sathyendranath_S._Jackson_T._Tilstone_G._Curran_K._Airs_R.L._Cummings_D._Brotas_V._Organelli_E._Dall’Olmo_G._Raitsos_D.E._2017. Uncertainty in Ocean-Color Estimates of Chlorophyll for Phytoplankton Groups. Front. Mar. Sci. 4. https://doi.org/10.3389/fmars.2017.00104,Ocean Color Climate Change Initiative,V5.0,http://www.esa-oceancolour-cci.org/,NA,Climatological weekly level 3 statistics of PICO_PERCENTAGE data (Northeast US Shelf - Brewin with SST Phytoplankton Community) from the OC-CCI dataset,Kimberly Hyde | kimberly.hyde@noaa.gov | NEFSC
CLIMATOLOGICAL_WEEK_PICO_PERCENTAGE_MEDIAN,WEEK_23_1998_2020,STATS,NES_EPU_NOESTUARIES,MAB,PICO_PERCENTAGE-BREWINSST_NES,,0.2175539,Median of the spatial mean,picoplankton percent composition,Northeast US Shelf - Brewin with SST Phytoplankton Community,1998-06-04T00:00:00Z,2020-06-09T23:59:59Z,23 years,WEEK_23_1998_2020-OCCCI-V5.0-L3B4-PICO_PERCENTAGE-BREWINSST_NES-STATS.SAV,Turner_K._et al. (in progress); Brewin_R.J.W._Sathyendranath_S._Hirata_T._Lavender_S.J._Barciela_R.M._Hardman-Mountford_N.J._2010. A three-component model of phytoplankton size class for the Atlantic Ocean. Ecological Modelling 221_1472–1483. https://doi.org/10.1016/j.ecolmodel.2010.02.014; Brewin_R.J.W._Sathyendranath_S._Jackson_T._Barlow_R._Brotas_V._Airs_R._Lamont_T._2015. Influence of light in the mixed-layer on the parameters of a three-component model of phytoplankton size class. Remote Sensing of Environment 168_437–450. https://doi.org/10.1016/j.rse.2015.07.004; Brewin_R.J.W._Ciavatta_S._Sathyendranath_S._Jackson_T._Tilstone_G._Curran_K._Airs_R.L._Cummings_D._Brotas_V._Organelli_E._Dall’Olmo_G._Raitsos_D.E._2017. Uncertainty in Ocean-Color Estimates of Chlorophyll for Phytoplankton Groups. Front. Mar. Sci. 4. https://doi.org/10.3389/fmars.2017.00104,Ocean Color Climate Change Initiative,V5.0,http://www.esa-oceancolour-cci.org/,NA,Climatological weekly level 3 statistics of PICO_PERCENTAGE data (Northeast US Shelf - Brewin with SST Phytoplankton Community) from the OC-CCI dataset,Kimberly Hyde | kimberly.hyde@noaa.gov | NEFSC
CLIMATOLOGICAL_WEEK_PICO_PERCENTAGE_MEDIAN,WEEK_23_1998_2020,STATS,NES_EPU_NOESTUARIES,GB,PICO_PERCENTAGE-BREWINSST_NES,,0.1862104,Median of the spatial mean,picoplankton percent composition,Northeast US Shelf - Brewin with SST Phytoplankton Community,1998-06-04T00:00:00Z,2020-06-09T23:59:59Z,23 years,WEEK_23_1998_2020-OCCCI-V5.0-L3B4-PICO_PERCENTAGE-BREWINSST_NES-STATS.SAV,Turner_K._et al. (in progress); Brewin_R.J.W._Sathyendranath_S._Hirata_T._Lavender_S.J._Barciela_R.M._Hardman-Mountford_N.J._2010. A three-component model of phytoplankton size class for the Atlantic Ocean. Ecological Modelling 221_1472–1483. https://doi.org/10.1016/j.ecolmodel.2010.02.014; Brewin_R.J.W._Sathyendranath_S._Jackson_T._Barlow_R._Brotas_V._Airs_R._Lamont_T._2015. Influence of light in the mixed-layer on the parameters of a three-component model of phytoplankton size class. Remote Sensing of Environment 168_437–450. https://doi.org/10.1016/j.rse.2015.07.004; Brewin_R.J.W._Ciavatta_S._Sathyendranath_S._Jackson_T._Tilstone_G._Curran_K._Airs_R.L._Cummings_D._Brotas_V._Organelli_E._Dall’Olmo_G._Raitsos_D.E._2017. Uncertainty in Ocean-Color Estimates of Chlorophyll for Phytoplankton Groups. Front. Mar. Sci. 4. https://doi.org/10.3389/fmars.2017.00104,Ocean Color Climate Change Initiative,V5.0,http://www.esa-oceancolour-cci.org/,NA,Climatological weekly level 3 statistics of PICO_PERCENTAGE data (Northeast US Shelf - Brewin with SST Phytoplankton Community) from the OC-CCI dataset,Kimberly Hyde | kimberly.hyde@noaa.gov | NEFSC
CLIMATOLOGICAL_WEEK_PICO_PERCENTAGE_MEDIAN,WEEK_24_1998_2020,STATS,NES_EPU_NOESTUARIES,GOM,PICO_PERCENTAGE-BREWINSST_NES,,0.2093006,Median of the spatial mean,picoplankton percent composition,Northeast US Shelf - Brewin with SST Phytoplankton Community,1998-06-11T00:00:00Z,2020-06-16T23:59:59Z,23 years,WEEK_24_1998_2020-OCCCI-V5.0-L3B4-PICO_PERCENTAGE-BREWINSST_NES-STATS.SAV,Turner_K._et al. (in progress); Brewin_R.J.W._Sathyendranath_S._Hirata_T._Lavender_S.J._Barciela_R.M._Hardman-Mountford_N.J._2010. A three-component model of phytoplankton size class for the Atlantic Ocean. Ecological Modelling 221_1472–1483. https://doi.org/10.1016/j.ecolmodel.2010.02.014; Brewin_R.J.W._Sathyendranath_S._Jackson_T._Barlow_R._Brotas_V._Airs_R._Lamont_T._2015. Influence of light in the mixed-layer on the parameters of a three-component model of phytoplankton size class. Remote Sensing of Environment 168_437–450. https://doi.org/10.1016/j.rse.2015.07.004; Brewin_R.J.W._Ciavatta_S._Sathyendranath_S._Jackson_T._Tilstone_G._Curran_K._Airs_R.L._Cummings_D._Brotas_V._Organelli_E._Dall’Olmo_G._Raitsos_D.E._2017. Uncertainty in Ocean-Color Estimates of Chlorophyll for Phytoplankton Groups. Front. Mar. Sci. 4. https://doi.org/10.3389/fmars.2017.00104,Ocean Color Climate Change Initiative,V5.0,http://www.esa-oceancolour-cci.org/,NA,Climatological weekly level 3 statistics of PICO_PERCENTAGE data (Northeast US Shelf - Brewin with SST Phytoplankton Community) from the OC-CCI dataset,Kimberly Hyde | kimberly.hyde@noaa.gov | NEFSC
CLIMATOLOGICAL_WEEK_PICO_PERCENTAGE_MEDIAN,WEEK_24_1998_2020,STATS,NES_EPU_NOESTUARIES,MAB,PICO_PERCENTAGE-BREWINSST_NES,,0.2203675,Median of the spatial mean,picoplankton percent composition,Northeast US Shelf - Brewin with SST Phytoplankton Community,1998-06-11T00:00:00Z,2020-06-16T23:59:59Z,23 years,WEEK_24_1998_2020-OCCCI-V5.0-L3B4-PICO_PERCENTAGE-BREWINSST_NES-STATS.SAV,Turner_K._et al. (in progress); Brewin_R.J.W._Sathyendranath_S._Hirata_T._Lavender_S.J._Barciela_R.M._Hardman-Mountford_N.J._2010. A three-component model of phytoplankton size class for the Atlantic Ocean. Ecological Modelling 221_1472–1483. https://doi.org/10.1016/j.ecolmodel.2010.02.014; Brewin_R.J.W._Sathyendranath_S._Jackson_T._Barlow_R._Brotas_V._Airs_R._Lamont_T._2015. Influence of light in the mixed-layer on the parameters of a three-component model of phytoplankton size class. Remote Sensing of Environment 168_437–450. https://doi.org/10.1016/j.rse.2015.07.004; Brewin_R.J.W._Ciavatta_S._Sathyendranath_S._Jackson_T._Tilstone_G._Curran_K._Airs_R.L._Cummings_D._Brotas_V._Organelli_E._Dall’Olmo_G._Raitsos_D.E._2017. Uncertainty in Ocean-Color Estimates of Chlorophyll for Phytoplankton Groups. Front. Mar. Sci. 4. https://doi.org/10.3389/fmars.2017.00104,Ocean Color Climate Change Initiative,V5.0,http://www.esa-oceancolour-cci.org/,NA,Climatological weekly level 3 statistics of PICO_PERCENTAGE data (Northeast US Shelf - Brewin with SST Phytoplankton Community) from the OC-CCI dataset,Kimberly Hyde | kimberly.hyde@noaa.gov | NEFSC
CLIMATOLOGICAL_WEEK_PICO_PERCENTAGE_MEDIAN,WEEK_24_1998_2020,STATS,NES_EPU_NOESTUARIES,GB,PICO_PERCENTAGE-BREWINSST_NES,,0.1862648,Median of the spatial mean,picoplankton percent composition,Northeast US Shelf - Brewin with SST Phytoplankton Community,1998-06-11T00:00:00Z,2020-06-16T23:59:59Z,23 years,WEEK_24_1998_2020-OCCCI-V5.0-L3B4-PICO_PERCENTAGE-BREWINSST_NES-STATS.SAV,Turner_K._et al. (in progress); Brewin_R.J.W._Sathyendranath_S._Hirata_T._Lavender_S.J._Barciela_R.M._Hardman-Mountford_N.J._2010. A three-component model of phytoplankton size class for the Atlantic Ocean. Ecological Modelling 221_1472–1483. https://doi.org/10.1016/j.ecolmodel.2010.02.014; Brewin_R.J.W._Sathyendranath_S._Jackson_T._Barlow_R._Brotas_V._Airs_R._Lamont_T._2015. Influence of light in the mixed-layer on the parameters of a three-component model of phytoplankton size class. Remote Sensing of Environment 168_437–450. https://doi.org/10.1016/j.rse.2015.07.004; Brewin_R.J.W._Ciavatta_S._Sathyendranath_S._Jackson_T._Tilstone_G._Curran_K._Airs_R.L._Cummings_D._Brotas_V._Organelli_E._Dall’Olmo_G._Raitsos_D.E._2017. Uncertainty in Ocean-Color Estimates of Chlorophyll for Phytoplankton Groups. Front. Mar. Sci. 4. https://doi.org/10.3389/fmars.2017.00104,Ocean Color Climate Change Initiative,V5.0,http://www.esa-oceancolour-cci.org/,NA,Climatological weekly level 3 statistics of PICO_PERCENTAGE data (Northeast US Shelf - Brewin with SST Phytoplankton Community) from the OC-CCI dataset,Kimberly Hyde | kimberly.hyde@noaa.gov | NEFSC
CLIMATOLOGICAL_WEEK_PICO_PERCENTAGE_MEDIAN,WEEK_25_1998_2020,STATS,NES_EPU_NOESTUARIES,GOM,PICO_PERCENTAGE-BREWINSST_NES,,0.2090237,Median of the spatial mean,picoplankton percent composition,Northeast US Shelf - Brewin with SST Phytoplankton Community,1998-06-18T00:00:00Z,2020-06-23T23:59:59Z,23 years,WEEK_25_1998_2020-OCCCI-V5.0-L3B4-PICO_PERCENTAGE-BREWINSST_NES-STATS.SAV,Turner_K._et al. (in progress); Brewin_R.J.W._Sathyendranath_S._Hirata_T._Lavender_S.J._Barciela_R.M._Hardman-Mountford_N.J._2010. A three-component model of phytoplankton size class for the Atlantic Ocean. Ecological Modelling 221_1472–1483. https://doi.org/10.1016/j.ecolmodel.2010.02.014; Brewin_R.J.W._Sathyendranath_S._Jackson_T._Barlow_R._Brotas_V._Airs_R._Lamont_T._2015. Influence of light in the mixed-layer on the parameters of a three-component model of phytoplankton size class. Remote Sensing of Environment 168_437–450. https://doi.org/10.1016/j.rse.2015.07.004; Brewin_R.J.W._Ciavatta_S._Sathyendranath_S._Jackson_T._Tilstone_G._Curran_K._Airs_R.L._Cummings_D._Brotas_V._Organelli_E._Dall’Olmo_G._Raitsos_D.E._2017. Uncertainty in Ocean-Color Estimates of Chlorophyll for Phytoplankton Groups. Front. Mar. Sci. 4. https://doi.org/10.3389/fmars.2017.00104,Ocean Color Climate Change Initiative,V5.0,http://www.esa-oceancolour-cci.org/,NA,Climatological weekly level 3 statistics of PICO_PERCENTAGE data (Northeast US Shelf - Brewin with SST Phytoplankton Community) from the OC-CCI dataset,Kimberly Hyde | kimberly.hyde@noaa.gov | NEFSC
CLIMATOLOGICAL_WEEK_PICO_PERCENTAGE_MEDIAN,WEEK_25_1998_2020,STATS,NES_EPU_NOESTUARIES,MAB,PICO_PERCENTAGE-BREWINSST_NES,,0.2283401,Median of the spatial mean,picoplankton percent composition,Northeast US Shelf - Brewin with SST Phytoplankton Community,1998-06-18T00:00:00Z,2020-06-23T23:59:59Z,23 years,WEEK_25_1998_2020-OCCCI-V5.0-L3B4-PICO_PERCENTAGE-BREWINSST_NES-STATS.SAV,Turner_K._et al. (in progress); Brewin_R.J.W._Sathyendranath_S._Hirata_T._Lavender_S.J._Barciela_R.M._Hardman-Mountford_N.J._2010. A three-component model of phytoplankton size class for the Atlantic Ocean. Ecological Modelling 221_1472–1483. https://doi.org/10.1016/j.ecolmodel.2010.02.014; Brewin_R.J.W._Sathyendranath_S._Jackson_T._Barlow_R._Brotas_V._Airs_R._Lamont_T._2015. Influence of light in the mixed-layer on the parameters of a three-component model of phytoplankton size class. Remote Sensing of Environment 168_437–450. https://doi.org/10.1016/j.rse.2015.07.004; Brewin_R.J.W._Ciavatta_S._Sathyendranath_S._Jackson_T._Tilstone_G._Curran_K._Airs_R.L._Cummings_D._Brotas_V._Organelli_E._Dall’Olmo_G._Raitsos_D.E._2017. Uncertainty in Ocean-Color Estimates of Chlorophyll for Phytoplankton Groups. Front. Mar. Sci. 4. https://doi.org/10.3389/fmars.2017.00104,Ocean Color Climate Change Initiative,V5.0,http://www.esa-oceancolour-cci.org/,NA,Climatological weekly level 3 statistics of PICO_PERCENTAGE data (Northeast US Shelf - Brewin with SST Phytoplankton Community) from the OC-CCI dataset,Kimberly Hyde | kimberly.hyde@noaa.gov | NEFSC
CLIMATOLOGICAL_WEEK_PICO_PERCENTAGE_MEDIAN,WEEK_25_1998_2020,STATS,NES_EPU_NOESTUARIES,GB,PICO_PERCENTAGE-BREWINSST_NES,,0.1900645,Median of the spatial mean,picoplankton percent composition,Northeast US Shelf - Brewin with SST Phytoplankton Community,1998-06-18T00:00:00Z,2020-06-23T23:59:59Z,23 years,WEEK_25_1998_2020-OCCCI-V5.0-L3B4-PICO_PERCENTAGE-BREWINSST_NES-STATS.SAV,Turner_K._et al. (in progress); Brewin_R.J.W._Sathyendranath_S._Hirata_T._Lavender_S.J._Barciela_R.M._Hardman-Mountford_N.J._2010. A three-component model of phytoplankton size class for the Atlantic Ocean. Ecological Modelling 221_1472–1483. https://doi.org/10.1016/j.ecolmodel.2010.02.014; Brewin_R.J.W._Sathyendranath_S._Jackson_T._Barlow_R._Brotas_V._Airs_R._Lamont_T._2015. Influence of light in the mixed-layer on the parameters of a three-component model of phytoplankton size class. Remote Sensing of Environment 168_437–450. https://doi.org/10.1016/j.rse.2015.07.004; Brewin_R.J.W._Ciavatta_S._Sathyendranath_S._Jackson_T._Tilstone_G._Curran_K._Airs_R.L._Cummings_D._Brotas_V._Organelli_E._Dall’Olmo_G._Raitsos_D.E._2017. Uncertainty in Ocean-Color Estimates of Chlorophyll for Phytoplankton Groups. Front. Mar. Sci. 4. https://doi.org/10.3389/fmars.2017.00104,Ocean Color Climate Change Initiative,V5.0,http://www.esa-oceancolour-cci.org/,NA,Climatological weekly level 3 statistics of PICO_PERCENTAGE data (Northeast US Shelf - Brewin with SST Phytoplankton Community) from the OC-CCI dataset,Kimberly Hyde | kimberly.hyde@noaa.gov | NEFSC
CLIMATOLOGICAL_WEEK_PICO_PERCENTAGE_MEDIAN,WEEK_26_1998_2020,STATS,NES_EPU_NOESTUARIES,GOM,PICO_PERCENTAGE-BREWINSST_NES,,0.2113576,Median of the spatial mean,picoplankton percent composition,Northeast US Shelf - Brewin with SST Phytoplankton Community,1998-06-25T00:00:00Z,2020-06-30T23:59:59Z,23 years,WEEK_26_1998_2020-OCCCI-V5.0-L3B4-PICO_PERCENTAGE-BREWINSST_NES-STATS.SAV,Turner_K._et al. (in progress); Brewin_R.J.W._Sathyendranath_S._Hirata_T._Lavender_S.J._Barciela_R.M._Hardman-Mountford_N.J._2010. A three-component model of phytoplankton size class for the Atlantic Ocean. Ecological Modelling 221_1472–1483. https://doi.org/10.1016/j.ecolmodel.2010.02.014; Brewin_R.J.W._Sathyendranath_S._Jackson_T._Barlow_R._Brotas_V._Airs_R._Lamont_T._2015. Influence of light in the mixed-layer on the parameters of a three-component model of phytoplankton size class. Remote Sensing of Environment 168_437–450. https://doi.org/10.1016/j.rse.2015.07.004; Brewin_R.J.W._Ciavatta_S._Sathyendranath_S._Jackson_T._Tilstone_G._Curran_K._Airs_R.L._Cummings_D._Brotas_V._Organelli_E._Dall’Olmo_G._Raitsos_D.E._2017. Uncertainty in Ocean-Color Estimates of Chlorophyll for Phytoplankton Groups. Front. Mar. Sci. 4. https://doi.org/10.3389/fmars.2017.00104,Ocean Color Climate Change Initiative,V5.0,http://www.esa-oceancolour-cci.org/,NA,Climatological weekly level 3 statistics of PICO_PERCENTAGE data (Northeast US Shelf - Brewin with SST Phytoplankton Community) from the OC-CCI dataset,Kimberly Hyde | kimberly.hyde@noaa.gov | NEFSC
CLIMATOLOGICAL_WEEK_PICO_PERCENTAGE_MEDIAN,WEEK_26_1998_2020,STATS,NES_EPU_NOESTUARIES,MAB,PICO_PERCENTAGE-BREWINSST_NES,,0.2348562,Median of the spatial mean,picoplankton percent composition,Northeast US Shelf - Brewin with SST Phytoplankton Community,1998-06-25T00:00:00Z,2020-06-30T23:59:59Z,23 years,WEEK_26_1998_2020-OCCCI-V5.0-L3B4-PICO_PERCENTAGE-BREWINSST_NES-STATS.SAV,Turner_K._et al. (in progress); Brewin_R.J.W._Sathyendranath_S._Hirata_T._Lavender_S.J._Barciela_R.M._Hardman-Mountford_N.J._2010. A three-component model of phytoplankton size class for the Atlantic Ocean. Ecological Modelling 221_1472–1483. https://doi.org/10.1016/j.ecolmodel.2010.02.014; Brewin_R.J.W._Sathyendranath_S._Jackson_T._Barlow_R._Brotas_V._Airs_R._Lamont_T._2015. Influence of light in the mixed-layer on the parameters of a three-component model of phytoplankton size class. Remote Sensing of Environment 168_437–450. https://doi.org/10.1016/j.rse.2015.07.004; Brewin_R.J.W._Ciavatta_S._Sathyendranath_S._Jackson_T._Tilstone_G._Curran_K._Airs_R.L._Cummings_D._Brotas_V._Organelli_E._Dall’Olmo_G._Raitsos_D.E._2017. Uncertainty in Ocean-Color Estimates of Chlorophyll for Phytoplankton Groups. Front. Mar. Sci. 4. https://doi.org/10.3389/fmars.2017.00104,Ocean Color Climate Change Initiative,V5.0,http://www.esa-oceancolour-cci.org/,NA,Climatological weekly level 3 statistics of PICO_PERCENTAGE data (Northeast US Shelf - Brewin with SST Phytoplankton Community) from the OC-CCI dataset,Kimberly Hyde | kimberly.hyde@noaa.gov | NEFSC
